job_name, mean_salary, max_salary, min_salary, first_grad, second_grad, third_grad, fourth_grad, fiveth_grad, first_department, second_department, third_department, fourth_department, fiveth_department, first_school, second_school, third_school, fourth_school, fiveth_school, first_skill, second_skill, third_skill, fourth_skill, fiveth_skill, number_of_entries 
Veri Giriþ Operatörü, 2.720, 2.020, 3.580,Ýþletme, Bilgisayar Teknolojisi ve Programlama (MYO), Kamu Yönetimi, Bilgisayar Programcýlýðý, Muhasebe (MYO), Biliþim, Hizmet, Arþiv Yönetimi ve Saklama, Saðlýk, Elektrik & Elektronik, Anadolu Üniversitesi, Kocaeli Üniversitesi, Selçuk Üniversitesi, Sakarya Üniversitesi, Çanakkale 18 Mart Üniversitesi, Adobe Dreamweaver,Adobe Photoshop,ArcGIS,AutoCAD,CorelDraw,41,
Veri Giriþ Uzmaný, 3.110, 2.180, 4.050,Ýþletme, Bilgisayar Teknolojisi ve Programlama (MYO), Kamu Yönetimi, Ýktisat, Dýþ Ticaret (MYO), Biliþim, Hizmet, Saðlýk, Tekstil, Finans - Ekonomi, Anadolu Üniversitesi, Kocaeli Üniversitesi, Ýstanbul Üniversitesi (ÝÜ), Marmara Üniversitesi, Dumlupýnar Üniversitesi, Adobe Photoshop,C#,Cari Hesap ve Finans Takibi,Genel Muhasebe,MS SQL Server,26,
Veri Hazýrlama ve Kontrol Ýþletmeni, 3.680, 2.910, 4.450,Ýþletme, Kamu Yönetimi, Bilgisayar Teknolojisi ve Programlama (MYO), Ýktisat, Muhasebe (MYO), Saðlýk, Hizmet, Biliþim, Eðitim, Arþiv Yönetimi ve Saklama, Anadolu Üniversitesi, Selçuk Üniversitesi, Gazi Üniversitesi, Kocaeli Üniversitesi, Ankara Üniversitesi, C#,Genel Muhasebe,Maliyet Kontrol,Muhasebe,Muhasebe mevzuatý,11,
Veri Madenciliði Uzmaný, 3.900, 2.500, 5.930,Ýstatistik, Endüstri Mühendisliði, Matematik, Elektrik/Elektronik Mühendisliði, Biliþim Sistemleri ve Teknolojileri, Biliþim, Telekomünikasyon, Finans - Ekonomi, Hizmet, Maden ve Metal Sanayi, Yýldýz Teknik Üniversitesi (YTÜ), Hacettepe Üniversitesi, Ýstanbul Teknik Üniversitesi (ÝTÜ), Marmara Üniversitesi, Orta Doðu Teknik Üniversitesi (ODTÜ), Bütçe planlama ve raporlama,Mali iþler,Mali tablolar analizi,Mali Tablolar Raporlama,MATLAB,3,
Veri Merkezi Mühendisi, 6.010, 4.500, 8.180,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 6,
Veri Merkezi Uzmaný, 5.140, 3.620, 8.040,Bilgisayar Teknolojisi ve Programlama (MYO), Bilgisayar Programcýlýðý, Elektrik/Elektronik Mühendisliði, Elektronik Haberleþme (MYO), Ýnternet ve Að Teknolojileri (MYO), Biliþim, Telekomünikasyon, Finans - Ekonomi, Yapý, Taþýmacýlýk, Sakarya Üniversitesi, Ýstanbul Üniversitesi (ÝÜ), Ýstanbul Teknik Üniversitesi (ÝTÜ), Yýldýz Teknik Üniversitesi (YTÜ), Marmara Üniversitesi, Adobe Flash,ASP,AutoCAD,Delphi,HTML,11,
Veri Merkezi Yöneticisi, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,
Veri Mimarý, 11.110, 7.500, 16.750,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 3,
Veri Mühendisi, 6.380, 3.700, 9.120,Bilgisayar Mühendisliði, Elektronik ve Haberleþme Müh., Elektrik/Elektronik Mühendisliði, Endüstri Mühendisliði, Matematik Mühendisliði, Biliþim, Telekomünikasyon, Medya, Sigortacýlýk, Enerji, Kocaeli Üniversitesi, Ýhsan Doðramacý Bilkent Üniversitesi, Yýldýz Teknik Üniversitesi (YTÜ), Ýstanbul Teknik Üniversitesi (ÝTÜ), Ýstanbul Üniversitesi (ÝÜ), Big Data,C,C#,C++,HTML,8,
Veri Tabaný Programcýsý, 4.130, 3.200, 6.560,Bilgisayar Mühendisliði, Bilgisayar Teknolojisi ve Programlama (MYO), MIS - Yönetim Biliþim Sistemleri, Bilgisayar Programcýlýðý, Yazýlým Mühendisliði, Biliþim, Telekomünikasyon, Havacýlýk, Ticaret, Finans - Ekonomi, Aksaray Üniversitesi, Ýstanbul Üniversitesi (ÝÜ), Çankaya Üniversitesi, Sakarya Üniversitesi, Ýhsan Doðramacý Bilkent Üniversitesi, .Net,Adobe Dreamweaver,Adobe Flash,ASP.NET,C#,3,
Veri Tabaný Uzmaný, 8.280, 4.500, 12.850,Bilgisayar Mühendisliði, Bilgisayar Teknolojisi ve Programlama (MYO), Elektronik ve Haberleþme Müh., Ýþletme, Elektrik/Elektronik Mühendisliði, Biliþim, Finans - Ekonomi, Hizmet, Saðlýk, Telekomünikasyon, Ýstanbul Teknik Üniversitesi (ÝTÜ), Orta Doðu Teknik Üniversitesi (ODTÜ), Yýldýz Teknik Üniversitesi (YTÜ), Kocaeli Üniversitesi, Ýstanbul Üniversitesi (ÝÜ), ASP.NET,C#,C++,CSS,HTML,18,
Veri Tabaný Yöneticisi, 8.980, 3.820, 14.130,Bilgisayar Mühendisliði, Bilgisayar Teknolojisi ve Programlama (MYO), Ýþletme, Elektrik/Elektronik Mühendisliði, Matematik Mühendisliði, Biliþim, Finans - Ekonomi, Telekomünikasyon, Hizmet, Eðitim, Yýldýz Teknik Üniversitesi (YTÜ), Anadolu Üniversitesi, Ýstanbul Teknik Üniversitesi (ÝTÜ), Boðaziçi Üniversitesi, Ýstanbul Üniversitesi (ÝÜ), C,C#,Java,JavaScript,Linux,34,
Verimlilik Müdürü, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,
Verimlilik Mühendisi, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,
Verimlilik Uzmaný, 3.030, 2.600, 3.500,Endüstri Mühendisliði, Ýstatistik, Ýþletme, Bilgisayar Teknolojisi ve Programlama (MYO), Beden Eðitimi ve Spor Öðretmenliði, Hizmet, Telekomünikasyon, Tekstil, Saðlýk, Otomotiv, Kocaeli Üniversitesi, Ýstanbul Üniversitesi (ÝÜ), Yýldýz Teknik Üniversitesi (YTÜ), Anadolu Üniversitesi, Dumlupýnar Üniversitesi, Arena Simulation,AutoCAD,C#,Google Analytics,Lean Manufacturing,6,
Veritabaný Mühendisi, 11.300, 7.010, 15.590,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 11,
Veteriner Hekim, 4.840, 2.370, 7.310,Veteriner, Hayvan Yetiþtiriciliði ve Saðlýðý (MYO), Laborant ve Veteriner Saðlýk  (MYO), Atçýlýk Ýþletmeciliði (MYO), At Antrenörlüðü (MYO), Saðlýk, Hayvancýlýk, Gýda, Hizmet, Tarým / Ziraat, Ýstanbul Üniversitesi (ÝÜ), Ankara Üniversitesi, Uludað Üniversitesi, Selçuk Üniversitesi, Fýrat Üniversitesi, Gýda Mevzuatý,HACCP,ISO 22000 Gýda Güvenliði HACCP,-, -, 223,
Veznedar, 2.440, 2.020, 3.100,Ýþletme, Muhasebe (MYO), Kamu Yönetimi, Ýktisat, Bilgisayar Teknolojisi ve Programlama (MYO), Saðlýk, Hizmet, Finans - Ekonomi, Enerji, Elektrik & Elektronik, Anadolu Üniversitesi, Sakarya Üniversitesi, Selçuk Üniversitesi, Kocaeli Üniversitesi, Ýstanbul Üniversitesi (ÝÜ), Genel Muhasebe,Muhasebe,-, -, -, 46,
Video Editörü, 3.630, 2.020, 5.310,Radyo - Sinema ve Televizyon, Sinema ve Televizyon, Radyo ve Televizyon Programcýlýðý (MYO), Gazetecilik, Radyo ve Televizyon, Medya, Reklam ve Tanýtým, Basým - Yayýn, Eðlence - Kültür - Sanat, Biliþim, Anadolu Üniversitesi, Ýstanbul Üniversitesi (ÝÜ), Marmara Üniversitesi, Beykent Üniversitesi, Kocaeli Üniversitesi, Adobe After Effects,Adobe Illustrator,Adobe Photoshop,Adobe Premiere,Adobe Premiere Pro,61,
Videographer, 4.120, 2.030, 6.210,Radyo - Sinema ve Televizyon, Sinema ve Televizyon, Radyo ve Televizyon Programcýlýðý (MYO), Fotoðraf ve Video, Görsel Ýletiþim Tasarýmý, Medya, Reklam ve Tanýtým, Eðlence - Kültür - Sanat, Basým - Yayýn, Biliþim, Beykent Üniversitesi, Ýstanbul Üniversitesi (ÝÜ), Marmara Üniversitesi, Anadolu Üniversitesi, Kocaeli Üniversitesi, Adobe After Effects,Adobe Illustrator,Adobe Photoshop,Adobe Premiere,Adobe Premiere Pro,68,
Vinç Operatörü, 3.470, 2.210, 4.720,Elektrik (MYO), Ýþletme, Otomotiv (MYO), Muhasebe (MYO), Makine (MYO), Maden ve Metal Sanayi, Denizcilik, Yapý, Üretim / Endüstriyel Ürünler, Taþýmacýlýk, Anadolu Üniversitesi, Kocaeli Üniversitesi, Mustafa Kemal Üniversitesi, Süleyman Demirel Üniversitesi, Selçuk Üniversitesi, AutoCAD,Forklift Operatörü,Src 4,Tavan Vinç Operatörü,-, 126,
Vize Danýþmaný, 2.680, 2.020, 3.370,Ýþletme, Uluslararasý Ýliþkiler, Turizm ve Otel Ýþletmeciliði (MYO), Bilgisayar Programcýlýðý, Seyahat Ýþletmeciliði ve Turizm Rehberliði, Turizm, Danýþmanlýk, Hizmet, Eðitim, Taþýmacýlýk, Anadolu Üniversitesi, Ýstanbul Üniversitesi (ÝÜ), Gazi Üniversitesi, Ankara Üniversitesi, Marmara Üniversitesi, Adobe Photoshop,Genel Muhasebe,SPSS,-, -, 21,
Vokalist, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,
Voleybol Antrenörü, 4.750, 2.500, 8.510,Beden Eðitimi ve Spor Öðretmenliði, Antrenörlük Eðitimi, Spor Yöneticiliði, Spor Bilimleri, Ýþletme, Eðitim, Tekstil, Kimya, Biliþim, Otomotiv, Marmara Üniversitesi, Gazi Üniversitesi, Ege Üniversitesi, Kocaeli Üniversitesi, Dumlupýnar Üniversitesi, Voleybol,Basketbol,Yüzme,Spor,Futbol,4,
Web Arayüz Geliþtirici, 4.450, 2.020, 7.030,Bilgisayar Teknolojisi ve Programlama (MYO), Bilgisayar Programcýlýðý, Bilgisayar Mühendisliði, Ýþletme, Bilgisayar ve Öðretim Teknolojileri Öðr., Biliþim, Reklam ve Tanýtým, Medya, Ticaret, Eðitim, Anadolu Üniversitesi, Sakarya Üniversitesi, Süleyman Demirel Üniversitesi, Ýstanbul Üniversitesi (ÝÜ), Beykent Üniversitesi, Adobe Illustrator,Adobe Photoshop,Bootstrap 4,C#,CSS,72,
Web Master, 3.080, 2.020, 4.150,Bilgisayar Teknolojisi ve Programlama (MYO), Bilgisayar Programcýlýðý, Bilgisayar Mühendisliði, Ýþletme, Bilgisayar ve Öðretim Teknolojileri Öðr., Biliþim, Reklam ve Tanýtým, Ticaret, Medya, Eðitim, Anadolu Üniversitesi, Selçuk Üniversitesi, Sakarya Üniversitesi, Ýstanbul Üniversitesi (ÝÜ), Ege Üniversitesi, Adobe After Effects,Adobe Dreamweaver,Adobe Illustrator,Adobe Photoshop,ASP.NET,28,
Web Önyüz Geliþtirme Uzmaný, 4.390, 2.500, 6.330,Bilgisayar Mühendisliði, Bilgisayar Programcýlýðý, Bilgisayar Teknolojisi ve Programlama (MYO), Bilgisayar ve Öðretim Teknolojileri Öðr., Ýþletme, Biliþim, Reklam ve Tanýtým, Turizm, Ticaret, Telekomünikasyon, Anadolu Üniversitesi, Yýldýz Teknik Üniversitesi (YTÜ), Marmara Üniversitesi, Selçuk Üniversitesi, Beykent Üniversitesi, Adobe Illustrator,Adobe Photoshop,Bootstrap 4,C#,CSS,45,
Web Programcýsý, 4.040, 2.500, 6.140,Bilgisayar Mühendisliði, Bilgisayar Teknolojisi ve Programlama (MYO), Bilgisayar Programcýlýðý, Bilgisayar ve Öðretim Teknolojileri Öðr., Ýþletme, Biliþim, Reklam ve Tanýtým, Eðitim, Medya, Turizm, Anadolu Üniversitesi, Sakarya Üniversitesi, Selçuk Üniversitesi, Süleyman Demirel Üniversitesi, Kocaeli Üniversitesi, Adobe Dreamweaver,ASP.NET,C#,C++,CSS,22,
Web Tasarým Uzmaný, 3.370, 2.090, 4.650,Bilgisayar Teknolojisi ve Programlama (MYO), Bilgisayar Programcýlýðý, Bilgisayar Mühendisliði, Ýþletme, Grafik Tasarýmý, Biliþim, Reklam ve Tanýtým, Ticaret, Medya, Eðitim, Anadolu Üniversitesi, Ýstanbul Üniversitesi (ÝÜ), Marmara Üniversitesi, Sakarya Üniversitesi, Ege Üniversitesi, Adobe After Effects,Adobe Dreamweaver,Adobe Fireworks,Adobe Illustrator,Adobe Photoshop,32,
Web Yazýlým Uzmaný, 4.350, 2.020, 6.680,Bilgisayar Teknolojisi ve Programlama (MYO), Bilgisayar Mühendisliði, Bilgisayar Programcýlýðý, Ýþletme, Yazýlým Mühendisliði, Biliþim, Reklam ve Tanýtým, Eðitim, Ticaret, Turizm, Anadolu Üniversitesi, Sakarya Üniversitesi, Marmara Üniversitesi, Selçuk Üniversitesi, Süleyman Demirel Üniversitesi, 3D Studio Max,Android Programlama,ASP.NET,C#,CSS,41,
Yakýn Koruma, 4.740, 2.530, 6.950,Ýþletme, Kamu Yönetimi, Özel Güvenlik ve Koruma (MYO), Polis Meslek Eðitimi, Ýktisat, Güvenlik, Yapý, Turizm, Eðlence - Kültür - Sanat, Topluluklar, Anadolu Üniversitesi, Atatürk Üniversitesi, Kocaeli Üniversitesi, Ýstanbul Üniversitesi (ÝÜ), Kara Kuvvetleri Astsubay Meslek Yüksek Okulu, Elektrik/Elektronik,Silahlý Özel Güvenlik,-, -, -, 29,
Yalýn Üretim Mühendisi, 5.270, 2.500, 8.250,Endüstri Mühendisliði, Makine Mühendisliði, Metalurji ve Malzeme Mühendisliði, Tekstil Mühendisliði, Kimya Mühendisliði, Otomotiv, Tekstil, Üretim / Endüstriyel Ürünler, Havacýlýk, Ev Eþyalarý, Eskiþehir Osmangazi Üniversitesi, Kocaeli Üniversitesi, Uludað Üniversitesi, Sakarya Üniversitesi, Gazi Üniversitesi, 5S,6 Sigma,AutoCAD,FMEA,Ýþ ve süreç analizi,40,
Yalýn Üretim Uzmaný, 4.660, 2.500, 7.150,Endüstri Mühendisliði, Makine Mühendisliði, Kimya, Ýmalat Mühendisliði, Ýþletme, Otomotiv, Üretim / Endüstriyel Ürünler, Elektrik & Elektronik, Maden ve Metal Sanayi, Ev Eþyalarý, Yýldýz Teknik Üniversitesi (YTÜ), Uludað Üniversitesi, Sakarya Üniversitesi, Anadolu Üniversitesi, Dokuz Eylül Üniversitesi, 5S,6 Sigma,AutoCAD,Ýþ ve süreç analizi,Kaizen,15,
Yapay Zeka Mühendisi, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,
Yapý Denetim Mühendisi, 4.220, 2.500, 6.810,Ýnþaat Mühendisliði, Makine Mühendisliði, Elektrik Mühendisliði, Elektrik/Elektronik Mühendisliði, Yapý Denetimi , Yapý, Hizmet, Enerji, Elektrik & Elektronik, Maden ve Metal Sanayi, Yýldýz Teknik Üniversitesi (YTÜ), Karadeniz Teknik Üniversitesi (KTÜ), Gazi Üniversitesi, Ýstanbul Teknik Üniversitesi (ÝTÜ), Çukurova Üniversitesi, AutoCAD,C Programming Language,Elektrik/Elektronik,Google SketchUp,ideCAD Statik,5,
Yapým Koordinatörü, -, -, -, Radyo - Sinema ve Televizyon, Radyo ve Televizyon Programcýlýðý (MYO), Sinema ve Televizyon, Radyo ve Televizyon, Halkla Ýliþkiler ve Tanýtým, Medya, Eðlence - Kültür - Sanat, Reklam ve Tanýtým, Basým - Yayýn, Yapý, Anadolu Üniversitesi, Ýstanbul Üniversitesi (ÝÜ), Beykent Üniversitesi, Ýstanbul Bilgi Üniversitesi, Kocaeli Üniversitesi, Personel Maliyet,Grup Çalýþmasýna Uygun Olmak,Microsoft Office,Sosyal Medya Yönetimi,Amatör Lisanslý Voleybol,-,
Yapýsal Analiz Mühendisi, 5.540, 2.700, 8.890,Makine Mühendisliði, Ýnþaat Mühendisliði, Uçak Mühendisliði, Havacýlýk ve Uzay Mühendisliði, Uzay Mühendisliði, Havacýlýk, Hizmet, Üretim / Endüstriyel Ürünler, Otomotiv, Yapý, Ýstanbul Teknik Üniversitesi (ÝTÜ), Orta Doðu Teknik Üniversitesi (ODTÜ), Yýldýz Teknik Üniversitesi (YTÜ), Uludað Üniversitesi, Gazi Üniversitesi, ABAQUS,Ansys,Ansys Fluent,Ansys Workbench,AutoCAD,24,
Yapýsal Tasarým Mühendisi, 7.280, 4.500, 11.760,Ýnþaat Mühendisliði, Makine Mühendisliði, Metalurji ve Malzeme Mühendisliði, Uçak Mühendisliði, Havacýlýk ve Uzay Mühendisliði, Yapý, Hizmet, Üretim / Endüstriyel Ürünler, Havacýlýk, Otomotiv, Orta Doðu Teknik Üniversitesi (ODTÜ), Ýstanbul Teknik Üniversitesi (ÝTÜ), Yýldýz Teknik Üniversitesi (YTÜ), Gazi Üniversitesi, Kocaeli Üniversitesi, Ansys,Ansys Workbench,AutoCAD,CATIA,Catia V5,6,
Yarbay, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,
Yardýmcý Doçent Doktor / Yrd Doç, 7.270, 4.100, 10.450,Týp, Makine Mühendisliði, Endüstri Mühendisliði, Kimya Mühendisliði, Fizik, Eðitim, Saðlýk, Hizmet, Sigortacýlýk, Biliþim, Ýstanbul Üniversitesi (ÝÜ), Hacettepe Üniversitesi, Orta Doðu Teknik Üniversitesi (ODTÜ), Marmara Üniversitesi, Ýstanbul Teknik Üniversitesi (ÝTÜ), Adobe Flash,Adobe Illustrator,ASP.NET,C#,C++,24,
Yardýmcý Öðretmen, 2.320, 2.030, 2.600,Çocuk Geliþimi (MYO), Çocuk Geliþimi ve Eðitimi, Sosyal Hizmetler, Okul Öncesi Öðretmenlik, Çocuk Geliþimi ve Eðitimi Öðretmenliði, Eðitim, Hizmet, Danýþmanlýk, Eðlence - Kültür - Sanat, Tekstil, Anadolu Üniversitesi, Atatürk Üniversitesi, Ýstanbul Üniversitesi (ÝÜ), Ýstanbul Aydýn Üniversitesi, Çukurova Üniversitesi, Çocuk Bakýmý,Çocuk Geliþimi,-, -, -, 27,
Yardýmcý Saðlýk Personeli, 2.420, 2.060, 2.780,Yaþlý Hizmetleri Bakýmý (MYO), Ýþletme, Biyoloji, Týbbi Laboratuvar (MYO), Laborant ve Veteriner Saðlýk  (MYO), Saðlýk, Hizmet, Çevre, Sigortacýlýk, Tekstil, Anadolu Üniversitesi, Kocaeli Üniversitesi, Gazi Üniversitesi, Ýstanbul Üniversitesi (ÝÜ), Çukurova Üniversitesi, Hasta Bakýmý,Ýþçi Saðlýðý ve Ýþ Güvenliði,Sterilizasyon,-, -, 33,
Yaþam Koçu, 3.330, 2.500, 4.890,Beden Eðitimi ve Spor Öðretmenliði, Antrenörlük Eðitimi, Spor Yöneticiliði, Rekreasyon Yönetimi, Ýþletme, Eðitim, Danýþmanlýk, Saðlýk, Hizmet, Topluluklar, Anadolu Üniversitesi, Sakarya Üniversitesi, Kocaeli Üniversitesi, Trakya Üniversitesi, Gazi Üniversitesi, SPSS,-, -, -, -, 3,
Yat Kaptaný, 7.010, 3.330, 10.690,Yatçýlýk ve Yat Ýþletmeciliði (MYO), Ýþletme, Güverte (MYO), Turizm ve Otel Ýþletmeciliði (MYO), Güverte, Denizcilik, Turizm, Taþýmacýlýk, Yapý, Tekstil, Anadolu Üniversitesi, Kocaeli Üniversitesi, Dokuz Eylül Üniversitesi, Uludað Üniversitesi, Piri Reis Üniversitesi , Elektrik Motorlarý,-, -, -, -, 33,
Yatýrým Danýþmaný, 5.240, 2.020, 9.500,Ýþletme, Ýktisat, Ekonometri, Uluslararasý Ýliþkiler, Sermaye Piyasasý, Finans - Ekonomi, Danýþmanlýk, Hizmet, Yapý, Sigortacýlýk, Anadolu Üniversitesi, Marmara Üniversitesi, Ýstanbul Üniversitesi (ÝÜ), Uludað Üniversitesi, Dokuz Eylül Üniversitesi, AutoCAD,Bankacýlýk/Finans,Finans,Finansal Analiz,Finansal Raporlama,30,
Yatýrým Uzmaný, 4.540, 2.020, 7.420,Ýþletme, Ýktisat, Ekonometri, Kamu Yönetimi, Ekonomi, Finans - Ekonomi, Danýþmanlýk, Sigortacýlýk, Hizmet, Yapý, Anadolu Üniversitesi, Marmara Üniversitesi, Ýstanbul Üniversitesi (ÝÜ), Dokuz Eylül Üniversitesi, Kocaeli Üniversitesi, Bankacýlýk/Finans,Bilanço analizi,CRM,Finans,Finansal Analiz,24,
Yayýn Koordinatörü, 8.500, 2.500, 23.440,Gazetecilik, Uluslararasý Ýliþkiler, Radyo - Sinema ve Televizyon, Ýþletme, Radyo ve Televizyon Programcýlýðý (MYO), Basým - Yayýn, Medya, Eðitim, Reklam ve Tanýtým, Eðlence - Kültür - Sanat, Ýstanbul Üniversitesi (ÝÜ), Marmara Üniversitesi, Anadolu Üniversitesi, Ankara Üniversitesi, Kocaeli Üniversitesi, Adobe Illustrator,Adobe Photoshop,Mac OS,SEO,Sosyal Medya Yönetimi,3,
Yayýn Yönetmeni, 3.260, 2.250, 5.270,Radyo - Sinema ve Televizyon, Radyo ve Televizyon Yayýmcýlýðý (MYO), Radyo ve Televizyon Programcýlýðý (MYO), Radyo ve Televizyon, Makine Mühendisliði, Medya, Basým - Yayýn, Biliþim, Kimya, Gýda, Anadolu Üniversitesi, Ýstanbul Üniversitesi (ÝÜ), Marmara Üniversitesi, Atatürk Üniversitesi, Yakýn Doðu Üniversitesi, Adobe After Effects,Adobe Illustrator,Adobe Photoshop,Photoshop,Sosyal Medya Yönetimi,6,
Yazý Ýþleri Müdürü, 2.450, 2.300, 2.600,Gazetecilik, Ýþletme, Kamu Yönetimi, Ýktisat, Radyo - Sinema ve Televizyon, Medya, Basým - Yayýn, Eðitim, Danýþmanlýk, Reklam ve Tanýtým, Anadolu Üniversitesi, Ýstanbul Üniversitesi (ÝÜ), Marmara Üniversitesi, Kocaeli Üniversitesi, Gazi Üniversitesi, Adobe Illustrator,Adobe Photoshop,Ýnsan Kaynaklarý,Proje Yönetimi,Sosyal Medya Yönetimi,6,
Yazýlým Danýþmaný, 6.200, 2.380, 10.030,Bilgisayar Mühendisliði, Bilgisayar Teknolojisi ve Programlama (MYO), Bilgisayar Programcýlýðý, Matematik Mühendisliði, Matematik, Biliþim, Finans - Ekonomi, Telekomünikasyon, Danýþmanlýk, Hizmet, Yýldýz Teknik Üniversitesi (YTÜ), Kocaeli Üniversitesi, Ýstanbul Teknik Üniversitesi (ÝTÜ), Ege Üniversitesi, Marmara Üniversitesi, ASP.NET,ASP.NET Web Api,C#,C++,CSS,110,
Yazýlým Destek Mühendisi, 5.110, 2.050, 8.180,Bilgisayar Mühendisliði, Elektrik/Elektronik Mühendisliði, Bilgisayar Teknolojisi ve Programlama (MYO), Yazýlým Mühendisliði, Elektronik ve Haberleþme Müh., Biliþim, Telekomünikasyon, Elektrik & Elektronik, Finans - Ekonomi, Saðlýk, Ýstanbul Teknik Üniversitesi (ÝTÜ), Kocaeli Üniversitesi, Sakarya Üniversitesi, Dokuz Eylül Üniversitesi, Erciyes Üniversitesi, ASP.NET,C,C#,C++,CSS,36,
Yazýlým Destek Uzmaný, 3.510, 2.020, 5.090,Bilgisayar Teknolojisi ve Programlama (MYO), Bilgisayar Mühendisliði, Bilgisayar Programcýlýðý, Ýþletme, MIS - Yönetim Biliþim Sistemleri, Biliþim, Saðlýk, Hizmet, Telekomünikasyon, Elektrik & Elektronik, Anadolu Üniversitesi, Sakarya Üniversitesi, Selçuk Üniversitesi, Ege Üniversitesi, Ýstanbul Üniversitesi (ÝÜ), Adobe Photoshop,ASP.NET,C#,CSS,CSS3,184,
Yazýlým Geliþtirme Müdürü, 9.530, 5.000, 14.060,Bilgisayar Mühendisliði, Bilgisayar Teknolojisi ve Programlama (MYO), Elektrik/Elektronik Mühendisliði, Elektronik ve Haberleþme Müh., Matematik Mühendisliði, Biliþim, Finans - Ekonomi, Telekomünikasyon, Hizmet, Turizm, Orta Doðu Teknik Üniversitesi (ODTÜ), Yýldýz Teknik Üniversitesi (YTÜ), Ýstanbul Üniversitesi (ÝÜ), Kocaeli Üniversitesi, Ýstanbul Teknik Üniversitesi (ÝTÜ), .Net,ASP.NET,ASP.NET Web Api,C#,CSS,65,
Yazýlým Geliþtirme Mühendisi, 5.800, 2.380, 9.220,Bilgisayar Mühendisliði, Elektrik/Elektronik Mühendisliði, Yazýlým Mühendisliði, Bilgisayar Teknolojisi ve Programlama (MYO), Elektronik ve Haberleþme Müh., Biliþim, Telekomünikasyon, Finans - Ekonomi, Elektrik & Elektronik, Üretim / Endüstriyel Ürünler, Ýstanbul Teknik Üniversitesi (ÝTÜ), Yýldýz Teknik Üniversitesi (YTÜ), Orta Doðu Teknik Üniversitesi (ODTÜ), Kocaeli Üniversitesi, Ýstanbul Üniversitesi (ÝÜ), Android Uygulama Geliþtirme,ASP.NET,C,C#,C++,262,
Yazýlým Geliþtirme Takým Lideri , 9.480, 5.090, 13.870,Bilgisayar Mühendisliði, Bilgisayar Teknolojisi ve Programlama (MYO), Elektrik/Elektronik Mühendisliði, Matematik Mühendisliði, Matematik, Biliþim, Finans - Ekonomi, Telekomünikasyon, Üretim / Endüstriyel Ürünler, Ticaret, Ýstanbul Teknik Üniversitesi (ÝTÜ), Yýldýz Teknik Üniversitesi (YTÜ), Ege Üniversitesi, Orta Doðu Teknik Üniversitesi (ODTÜ), Anadolu Üniversitesi, .Net,Android Uygulama Geliþtirme,ASP.NET,ASP.NET Web Api,C#,32,
Yazýlým Geliþtirme Uzmaný, 5.500, 2.840, 8.150,Bilgisayar Mühendisliði, Bilgisayar Teknolojisi ve Programlama (MYO), Bilgisayar Programcýlýðý, Matematik, Yazýlým Mühendisliði, Biliþim, Finans - Ekonomi, Telekomünikasyon, Eðitim, Ticaret, Anadolu Üniversitesi, Sakarya Üniversitesi, Yýldýz Teknik Üniversitesi (YTÜ), Ýstanbul Üniversitesi (ÝÜ), Kocaeli Üniversitesi, .Net,ASP.NET,ASP.NET Web Api,C#,CSS,384,
Yazýlým Mimarý, 12.880, 8.600, 17.170,Bilgisayar Mühendisliði, Bilgisayar Teknolojisi ve Programlama (MYO), Elektrik/Elektronik Mühendisliði, Elektronik ve Haberleþme Müh., Ýþletme, Biliþim, Finans - Ekonomi, Telekomünikasyon, Elektrik & Elektronik, Ticaret, Yýldýz Teknik Üniversitesi (YTÜ), Ýstanbul Teknik Üniversitesi (ÝTÜ), Orta Doðu Teknik Üniversitesi (ODTÜ), Ege Üniversitesi, Ýstanbul Üniversitesi (ÝÜ), .Net,ASP.NET,ASP.NET Web Api,C#,C++,82,
Yazýlým Müdürü, 12.210, 7.630, 16.790,Bilgisayar Mühendisliði, Bilgisayar Teknolojisi ve Programlama (MYO), Ýþletme, Matematik, Elektrik/Elektronik Mühendisliði, Biliþim, Finans - Ekonomi, Telekomünikasyon, Tekstil, Hizmet, Ýstanbul Üniversitesi (ÝÜ), Yýldýz Teknik Üniversitesi (YTÜ), Ýstanbul Teknik Üniversitesi (ÝTÜ), Sakarya Üniversitesi, Kocaeli Üniversitesi, ASP.NET,C,C#,Delphi,HTML,60,
